show_id,type,title,date_added,release_year,rating,duration,description
s3645,Movie,Limitless,"October 1, 2019",2017,TV-PG,59 min,This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.
s3647,Movie,Lincoln,"February 21, 2018",2012,PG-13,150 min,"Director Steven Spielberg takes on the towering legacy of Abraham Lincoln, focusing on his stewardship of the Union during the Civil War years."
s3694,Movie,Lock,"October 1, 2018",2016,TV-14,90 min,"A disillusioned rickshaw driver in Punjab dreams of moving to Dubai, but his plan to butter up his would-be benefactor goes horribly wrong."
s3704,Movie,Loev,"May 1, 2017",2015,TV-MA,89 min,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.
s3720,Movie,Lorai: Play to Live,"September 1, 2017",2015,TV-14,155 min,"Under a government initiative, a retired alcoholic soccer player is sent to establish a soccer team in a politically troubled area."
s3744,Movie,Love Aaj Kal,"April 27, 2020",2020,TV-MA,140 min,"When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom."
s3748,Movie,Love and Shukla,"September 1, 2018",2017,TV-MA,110 min,"A sexually inexperienced rickshaw driver struggles to build intimacy with his shy new wife in their tiny, overcrowded quarters."
s3768,Movie,Love Ni Bhavai,"May 1, 2018",2017,TV-14,163 min,"Not romantically inclined, a popular radio personality finds herself caught between two diametrically opposed suitors."
s3774,Movie,Love Per Square Foot,"February 14, 2018",2018,TV-14,133 min,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
s3798,Movie,"LSD: Love, Sex Aur Dhokha","May 16, 2019",2010,TV-MA,112 min,This provocative drama examines how the voyeuristic nature of modern society affects three unusual couples in Northern India.
s3809,Movie,Luck by Chance,"December 15, 2019",2009,TV-14,156 min,"When Vikram gets tapped to play the male lead in a Bollywood film, he can't believe his luck. But it may ruin his relationship with his girlfriend."
s3810,Movie,Luckee,"June 15, 2019",2019,TV-14,113 min,"When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones."
s3811,Movie,Lucknow Central,"October 16, 2017",2017,TV-14,144 min,"After being arrested for a crime he didn't commit, an aspiring musician teams up with some of his inmates at Lucknow Central to form a band."
s3813,Movie,Lucky: No Time for Love,"November 15, 2017",2005,TV-14,131 min,"During an uprising in Russia's St. Petersburg, teen girl Lucky meets handsome Aditya, the Indian ambassador's son, and together they flee the chaos."
s3814,Movie,Ludo,"November 12, 2020",2020,TV-MA,150 min,"From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal."
s3817,Movie,Luka Chuppi,"June 7, 2019",2019,TV-PG,125 min,"Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families."
s3825,Movie,Lupt,"April 5, 2019",2018,TV-14,110 min,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events."
s3827,Movie,Lust Stories,"June 15, 2018",2018,TV-MA,121 min,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India."
s3828,Movie,Luv Shuv Tey Chicken Khurana,"October 1, 2018",2012,TV-14,129 min,"Fleeing London to evade a gangland debt collector, Omi Khurana returns to his native village in India, passing himself off as a successful lawyer."
s3830,Movie,Ma Chu Ka,"July 1, 2018",2017,TV-14,117 min,The relationship between a journalist and a lawyer she meets while investigating a story grows complicated as she uncovers layers of deception.
s3833,Movie,Maacher Jhol,"January 1, 2018",2017,TV-PG,107 min,"On his first visit to his home city of Kolkata in 13 years, a Paris-based chef is faced with a cooking challenge that will change his life forever."
s3835,Movie,Macchli Jal Ki Rani Hai,"October 15, 2017",2014,TV-MA,118 min,"After relocating to a different town with her husband, a housewife begins to sense the existence of a mysterious presence in their new house."
s3843,Movie,Madaari,"February 17, 2017",2016,TV-14,134 min,"A bridge under construction collapses in Mumbai, killing a man's family and launching him on a crusade to bring those responsible to justice."
s3847,Movie,Made in China,"January 12, 2020",2019,TV-MA,128 min,"After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos."
s3849,Movie,Madness in the Desert,"January 10, 2021",2004,TV-14,141 min,"The story of making ""Lagaan,"" one of the millennium's seminal Indian films, is told from the point of view of production team member Satyajit Bhatkal."
s3850,Movie,Madras Café,"July 5, 2020",2013,TV-14,128 min,An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.
s3860,Movie,Magnificent,"April 1, 2020",2015,TV-14,143 min,An industrialist's daughter is forced to marry a rich heir by her greedy grandmother as her adopted sister bonds with the charismatic wedding planner.
s3863,Movie,Mahabharat,"August 1, 2018",2013,TV-14,119 min,Two young brothers encounter a singing bird who treats them to a musical reinterpretation of one of India’s most epic ancient tales.
s3872,Movie,Main aurr Mrs. Khanna,"August 2, 2018",2009,TV-14,109 min,"A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble."
s3873,Movie,Main Hoon Na,"April 1, 2018",2004,TV-14,171 min,Major Ram Prasad Sharma yearns to see project Mission Milaap come to fruition and usher in an era of peace between two warring countries. But the evil Raghavan will do anything to stop the peace process.
s3874,Movie,"Main, Meri Patni Aur Woh","October 1, 2018",2005,TV-PG,129 min,"An ordinary-looking guy weds the woman of his dreams, but his jealousy threatens to destroy their union in this lighthearted tale of marital mismatch."
s3875,Movie,Maine Pyaar Kyun Kiya,"December 31, 2019",2005,TV-14,137 min,"After lying to his girlfriend, orthopedic surgeon Samir must conjure up a pretend wife in this musical comedy."
s3876,Movie,Maine Pyar Kiya,"January 1, 2018",1989,TV-PG,192 min,"When the son of a wealthy businessman and the daughter of a struggling engineer fall in love, the young man's parents question the girl's motives."
s3883,Movie,Mala Kahich Problem Nahi,"November 15, 2018",2017,TV-PG,132 min,"With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family."
s3884,Movie,Malaal,"September 26, 2019",2019,TV-14,133 min,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
s3885,Movie,Malang,"May 14, 2020",2020,TV-MA,131 min,"Years after a police encounter separates him from his lover, an angry young man goes on a killing spree, with an equally vengeful cop on his heels."
s3892,Movie,Mallesham,"November 20, 2019",2019,TV-PG,131 min,"A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community."
s3901,Movie,Mandi,"January 1, 2020",1983,TV-MA,155 min,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad."
s3902,Movie,Mandobasar Galpo,"April 1, 2018",2017,TV-14,103 min,"With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma."
s3909,Movie,Maniyarayile Ashokan,"August 31, 2020",2020,TV-14,110 min,"When his unlucky horoscope doesn’t bode well for his future wife, an earnest bachelor goes to surprising lengths to get the family he’s always wanted."
s3910,Movie,Manje Bistre,"October 1, 2018",2017,TV-14,136 min,"While prepping for a family wedding, a young man falls for his sister’s friend, who has already been promised to someone else."
s3912,Movie,Manmadhudu 2,"September 23, 2019",2019,TV-MA,152 min,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop."
s3913,Movie,Mann,"September 28, 2020",1999,TV-14,173 min,"A smooth talker falls for a music teacher aboard a cruise, but a cruel twist of fate hinders their plans to meet again months later."
s3915,Movie,Manorama Six Feet Under,"September 28, 2020",2007,TV-14,129 min,"A government employee and aspiring crime writer, who is under investigation for corruption, is asked by a politician's wife to spy on her husband."
s3916,Movie,Manoranjan,"September 1, 2017",1974,TV-14,162 min,"After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets."
s3919,Movie,Manto,"November 30, 2018",2018,TV-MA,114 min,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.
s3920,Movie,Mantostaan,"December 15, 2017",2017,TV-MA,75 min,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.
s3921,Movie,Mantra,"December 15, 2017",2017,TV-14,89 min,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.
s3922,Movie,Manu,"August 1, 2019",2018,TV-14,177 min,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge."
s3923,Movie,Manusangada,"February 2, 2019",2017,TV-14,93 min,"When caste discrimination prevents a villager from giving his deceased father a rightful burial, he takes his fight for equality to court."
s3948,Movie,Maroon,"February 1, 2017",2016,TV-MA,94 min,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass."
s3949,Movie,Marriage Palace,"August 23, 2019",2018,TV-14,135 min,"After a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride."
s3958,Movie,Martyrs of Marriage,"March 15, 2018",2016,TV-14,83 min,This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.
s3973,Movie,Mary Kom,"July 5, 2020",2014,TV-PG,120 min,The daughter of a poor rice farmer overcomes the objections of her father and the demands of a male-dominated society to pursue a career in boxing.
s3983,Movie,Maska,"March 27, 2020",2020,TV-MA,112 min,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations."
s3984,Movie,Masoom,"December 31, 2019",1983,TV-14,138 min,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.
s3991,Movie,Matichya Chuli,"February 15, 2018",2006,TV-14,132 min,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son."
s3993,Movie,Mauli,"July 17, 2019",2018,TV-14,136 min,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.
s4000,Movie,Maya Memsaab,"June 1, 2017",1993,TV-14,122 min,"A beautiful, wealthy woman’s insatiable appetite for romance leads to tragedy and a police investigation."
s4004,Movie,Maza Pati Karodpati,"January 1, 2018",1988,TV-PG,132 min,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.
s4022,Movie,Meghnadbodh Rohoshyo,"October 15, 2018",2017,TV-MA,150 min,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic."
s4023,Movie,Mehandi Circus,"October 30, 2019",2019,TV-MA,126 min,"In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents."
s4024,Movie,Melle,"August 1, 2018",2017,TV-PG,110 min,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor."
s4045,Movie,Mere Pyare Prime Minister,"May 31, 2019",2019,TV-MA,103 min,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister."
s4046,Movie,Merku Thodarchi Malai,"January 1, 2019",2018,TV-MA,115 min,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
s4052,Movie,Mersal,"August 21, 2018",2017,TV-14,162 min,"A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic."
s4058,Movie,Metro,"April 1, 2018",2016,TV-14,116 min,"Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands."
s4064,Movie,Mi Shivajiraje Bhosale Boltoy,"January 1, 2018",2009,TV-14,148 min,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king."
s4067,Movie,Michael,"July 5, 2020",2011,TV-MA,86 min,"After a dedicated cop accidentally kills a 12-year-old boy, he's fired, harassed and forced to take menial work as he tries to keep his life together."
s4090,Movie,Mighty Raju Rio Calling,"April 1, 2020",2014,TV-Y7,97 min,"Mighty Raju preps for a new adventure in Rio de Janeiro, where he goes toe-to-toe with rival soccer players, faces capoeira fighters and more."
s4118,Movie,Minnaminugu the FireFly,"August 1, 2018",2017,TV-14,128 min,"A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans."
s4127,Movie,Mirzya,"February 20, 2017",2016,TV-MA,129 min,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.
s4129,Movie,Mischief,"April 15, 2020",2019,TV-PG,120 min,"Mistaking the sleeping passenger on his train for a drunk, a young man posts a picture of him online, unaware of his impulsive act's ugly repercussions."
s4138,Movie,Miss India,"November 4, 2020",2020,TV-PG,136 min,"Uprooted to America, an aspiring Indian entrepreneur confronts disapproval, sexism and rivalry as she draws from her culture to start a tea business."
s4150,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,"May 16, 2019",2008,TV-MA,119 min,A television journalist makes a risky career move by accepting a job offer from a controversial Istanbul television station.
s4162,Movie,Moh Maya Money,"May 1, 2017",2016,TV-MA,109 min,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan."
s4165,Movie,Mohenjo Daro,"August 2, 2018",2016,TV-14,168 min,"A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant."
s4170,Movie,Mom,"August 21, 2018",2017,TV-14,139 min,"After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free."
s4201,Movie,Monster Island,"December 1, 2017",2017,TV-Y7,81 min,"When a teenager discovers he's not really human, he ventures out to a remote island to explore his roots and confronts a series of wild challenges."
s4231,Movie,Morya,"February 15, 2018",2011,TV-14,121 min,Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
s4239,Movie,Motichoor Chaknachoor,"January 20, 2020",2019,TV-14,132 min,"Pushing 40 and unemployed, a Dubai returnee desperate for a wife catches the eye of a Bhopal belle, who sees him solely as her ticket out of India."
s4240,Movie,Motor Mitraan Di,"October 1, 2018",2016,TV-PG,117 min,"When three brothers unwittingly get entangled in a murder associated with a fraudulent ashram leader, they set out to expose him to society as a fake."
s4242,Movie,Motu Patlu: King of Kings,"July 6, 2017",2016,TV-Y7-FV,109 min,"Motu and Patlu want to help a circus lion get back to the jungle. On the way, the three become caught up in an exciting adventure in the forest."
s4249,Movie,Mr. Chandramouli,"October 18, 2018",2018,TV-MA,131 min,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge."
s4263,Movie,Mrs. Serial Killer,"May 1, 2020",2020,TV-MA,107 min,"When a doctor gets jailed for a string of shocking murders, his loyal wife sets out to commit a copycat crime to prove his innocence."
s4265,Movie,Mubarakan,"November 5, 2017",2017,PG-13,153 min,"Chaos ensues after two orphaned twin brothers raised apart team up with their eccentric, unmarried uncle to find a solution to their romantic woes."
s4272,Movie,Mugamoodi,"October 1, 2018",2012,TV-14,150 min,A martial arts specialist accidentally becomes a superhero when he steps in – in costume – to help the cops catch a criminal.
s4274,Movie,Mujhse Shaadi Karogi,"December 31, 2019",2004,TV-PG,158 min,"Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life."
s4275,Movie,Mujrim,"September 1, 2017",1989,TV-14,163 min,"Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection."
s4277,Movie,Mumbai Cha Raja,"November 15, 2016",2012,TV-MA,77 min,"This coming-of-age tale follows Rahul, a young boy growing up in a Mumbai slum whose alcoholic father abuses him and his mother."
s4278,Movie,Mumbai Delhi Mumbai,"July 5, 2020",2014,TV-MA,107 min,"In Delhi for the first time, a Mumbai girl loses her phone but gets a surprise chance at true love with a local boy who begrudgingly helps her."
s4279,Movie,Mumbai Matinee,"April 15, 2019",2003,TV-14,116 min,"Still a virgin at 32 years old, a frustrated advertising agent gets the shock of his life when an unlikely chain of events turns him into a porn star."
s4280,Movie,Mumbai Meri Jaan,"November 1, 2018",2008,TV-MA,135 min,"A moving portrayal of the 2006 train bombings in Mumbai, this Indian drama follows the interconnected stories of several strangers."
s4282,Movie,Mundeyan Ton Bachke Rahin,"November 1, 2018",2014,TV-14,139 min,"When they both fall for the same girl, best pals and shameless womanizers Prince and Jassi go head-to-head to compete for her love."
s4285,Movie,Muqaddar ka Faisla,"April 1, 2020",1987,TV-14,172 min,God-fearing Pandit Krishna Kant loses everything and turns to a life of crime after his landlord tries to rape his wife and tears his family apart.
s4286,Movie,Muramba,"December 15, 2017",2017,TV-MA,128 min,A young man and his parents ponder the reasons behind the recent breakdown of a relationship he was in – and the possibility of reconciliation.
s4287,Movie,Muran,"October 1, 2018",2011,TV-14,134 min,"When jingle composer Nanda's car breaks down on his way to Chennai, he hitchhikes there with Arjun, who tries to rope Nanda into a shady deal."
s4295,Movie,Music Teacher,"April 19, 2019",2019,TV-14,102 min,A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.
s4302,Movie,Muzaffarnagar Baaqi Hai,"November 15, 2018",2015,TV-MA,136 min,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh."
s4308,Movie,My Birthday Song,"July 1, 2018",2018,TV-14,92 min,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
s4309,Movie,My Brother ... Nikhil,"October 30, 2018",2005,TV-PG,116 min,"After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend."
s4319,Movie,My Friend Pinto,"October 1, 2018",2011,TV-14,100 min,A bright-eyed villager comes face-to-face with the gritty realities of modern-day Mumbai when he sets out to find his childhood friend.
s4377,Movie,Mythily Veendum Varunnu,"August 1, 2018",2017,TV-PG,88 min,"After losing her father, a young woman moves to the city to earn money. When she finds a job at a mysterious bungalow, her worst nightmares come true."
s4380,Movie,Naa Bangaaru Talli,"October 19, 2018",2013,TV-14,122 min,"A father leading a dark double life and his daughter, who's eager to pursue her studies in Hyderabad, face the tragic consequences of sex trafficking."
s4381,Movie,Naam Shabana,"August 28, 2018",2017,TV-14,141 min,"A fiery young woman accepts help from a spy agency to avenge her lover's murder. In return, she must prove herself as one of their top recruits."
s4382,Movie,Naan Sigappu Manithan,"October 1, 2018",2014,TV-14,147 min,"After his sleeping disorder hinders him from protecting his girlfriend, a man sets out to take revenge on the thugs who attacked her."
s4385,Movie,Naga The Eternal Yogi,"February 5, 2017",2016,TV-PG,73 min,"This documentary examines the naked yoga gurus of India whose devout spiritual practice connects them to the eternal, transcending the material world."
s4396,Movie,Namak Halaal,"December 31, 2019",1982,TV-14,171 min,"While loyally defending his boss from mobsters trying to kill him, a naive, hotel bellboy discovers the family he never knew he had."
s4397,Movie,Namastey London,"July 1, 2018",2007,TV-14,130 min,"To her Indian parents' dismay, London-born Jasmeet ""Jazz"" Malhotra longs for everything Western, including her British boyfriend. On a family trip to India, her father arranges Jazz's nuptials to Arjun Ballu Singh, who's smitten with his new bride."
s4414,Movie,Nasha,"October 1, 2018",2013,TV-14,115 min,"A teenage boy becomes smitten with his new drama teacher and pursues her, despite the perilous risks of being found out."
s4421,Movie,Nathicharami,"January 28, 2019",2018,TV-MA,114 min,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
s4426,Movie,Natsamrat - Asa Nat Hone Nahi,"June 1, 2018",2016,TV-14,165 min,"A veteran Shakespearean actor steps off the stage and into the painful tragedy of old age, facing ungrateful family and his fleeting legacy."
s4436,Movie,Naughty Jatts,"October 1, 2018",2013,TV-PG,121 min,"When three different boys propose to a lively, strictly reared girl who yearns to be a performer, she agrees to marry the winner of a singing contest."
s4443,Movie,Needhi Singh,"October 1, 2018",2016,TV-14,103 min,"When her friend’s rapist evades punishment from the law, a determined young woman takes revenge into her own hands in this story based on real events."
s4444,Movie,Neevevaro,"February 15, 2019",2018,TV-14,132 min,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
s4458,Movie,Next Enti?,"January 9, 2019",2018,TV-14,117 min,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
s4461,Movie,Nibunan,"May 1, 2018",2017,TV-14,124 min,"With numbers written on a doll as their only clue, three officers of the law track down a psychotic killer, unearthing dark secrets along the way."
s4476,Movie,Nila,"March 1, 2017",2016,TV-MA,94 min,"When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter."
s4484,Movie,Njan Prakashan,"April 26, 2019",2018,TV-PG,125 min,"Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa."
s4486,Movie,No Entry,"March 1, 2018",2005,TV-PG,161 min,"After a prank goes sideways, three buddies find their relationships  – with women and each other – tested in unexpected ways."
s4492,Movie,No One Killed Jessica,"November 1, 2018",2011,TV-MA,131 min,This thriller tells the true story of model Jessica Lall – who was shot dead in a restaurant – and the campaign to bring her killer to justice.
s4499,Movie,Noblemen,"October 5, 2019",2019,TV-MA,109 min,"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen."
s4509,Movie,Norm of the North: Keys to the Kingdom,"August 21, 2020",2019,TV-PG,92 min,"When Norm the polar bear is framed for a crime he didn’t commit, his friends step up to help him clear his name."
s4510,Movie,Norm of the North: King Sized Adventure,"September 9, 2019",2019,TV-PG,90 min,"Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."
s4575,Movie,Odu Raja Odu,"November 15, 2018",2018,TV-14,121 min,"While trying to buy his wife a set-top box, a struggling writer and his pal get entangled in the domino effect of a spectacularly botched drug deal."
s4584,Movie,Oh Darling Yeh Hai India,"June 1, 2017",1995,TV-14,154 min,A penniless actor new to Mumbai and a beautiful woman he meets one fateful night try to stop a gangster from replacing India's president with a twin.
s4589,Movie,Oh My God,"July 5, 2020",2012,TV-PG,129 min,Mumbai shopkeeper Kanji Bhai files a lawsuit against God when an earthquake destroys his store and his insurance policy won't cover the damage.
s4594,Movie,Oh! Baby,"September 14, 2019",2019,TV-14,157 min,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.
s4609,Movie,Om Shanti Om,"April 1, 2018",2007,TV-14,169 min,"Reincarnated 30 years after being killed in a suspicious on-set fire, a small-time actor is determined to punish the person who ignited the blaze."
s4619,Movie,On Yoga The Architecture of Peace,"January 10, 2018",2017,TV-14,92 min,"Based on photographer Michael O’Neill’s book of the same name, this documentary traces the author’s 10-year journey through the landscape of yoga."
s4620,Movie,Onaatah,"May 1, 2018",2016,TV-14,107 min,"Seeking to heal after a traumatic assault, a young woman retreats to a small village by the hills, where she finds hope, love and new purpose."
s4622,Movie,Once Again,"September 1, 2018",2018,TV-PG,101 min,"After a chance phone call leads to daily conversations, a widowed restaurant owner and a lonely film actor plan to finally meet in person."
s4634,Movie,Once Upon a Time in Mumbaai,"May 15, 2019",2010,NR,133 min,"Mumbai's top mob boss rules the underworld with honor and compassion, but his power-hungry protégé will shake up the world of organized crime."
s4635,Movie,Once Upon a Time in Mumbai Dobaara!,"May 16, 2019",2013,TV-14,142 min,"This turbulent sequel to Once Upon a Time in Mumbai carries on the saga of the gangland don Shoaib Khan, who continues pressing for more control."
s4637,Movie,One 2 Ka 4,"March 15, 2017",2001,TV-14,160 min,"When his partner is killed, a young cop is forced to care for the man's four children, and solicits the help of a woman who moves in with them."
s4638,Movie,One by Two,"July 5, 2020",2014,TV-14,135 min,The lives of a Mumbai man and woman who are both dealing with issues intersect through a TV dance show that she wants to win but he wants to sabotage.
s4642,Movie,One Day: Justice Delivered,"May 3, 2020",2019,TV-14,120 min,"A former judge in retirement finds and punishes the culprits he could not convict in court, spurring a crime branch officer to investigate."
s4651,Movie,One Night Stand,"October 15, 2017",2016,TV-MA,93 min,An obsession with a woman with whom he had a one-night stand brings disharmony into a man's life and destroys his peace of mind.
s4685,Movie,Oru Vishsheshapetta Biryani Kissa,"August 1, 2018",2017,TV-14,122 min,"When the village's biryani cook unexpectedly passes, a widow steps up to the plate and takes on new delectable challenges."
s4691,Movie,Oththa Seruppu Size 7,"November 4, 2019",2019,TV-MA,103 min,"Taken into custody, a murder suspect's theatrical explanations of his peculiar modus operandi unearth truths far beyond the crime he’s accused of."
s4692,Movie,Ottaal,"March 15, 2017",2014,TV-PG,88 min,"Young orphan Kuttappayi goes to live with his grandfather in the country, but his new life takes a hard turn when his grandfather's health fails."
s4716,Movie,Oye Lucky! Lucky Oye!,"November 1, 2018",2008,TV-14,118 min,"Starting as a petty thief, a man rises to become one of the city's biggest operators and carves out the kind of lifestyle he'd once only dreamed of."
s4719,Movie,P Se PM Tak,"August 1, 2018",2015,TV-14,117 min,A prostitute who is down on her luck gets caught in the middle of an elaborate scheme orchestrated by two local politicians.
s4722,Movie,Paan Singh Tomar,"November 1, 2018",2010,TV-14,129 min,Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.
s4724,Movie,Paathi,"July 1, 2018",2017,TV-14,89 min,A face painter for Theyyam rituals who is himself disfigured conceals his guilt over the fact that he performs abortions as a medical practitioner.
s4725,TV Show,Paava Kadhaigal,"December 18, 2020",2020,TV-MA,1 Season,"At times dark, at times disturbing, four short films explore stories of those who dare to dream and desire — and those determined to stand in their way."
s4734,Movie,Pad Man,"August 21, 2018",2018,PG-13,130 min,"Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford."
s4738,Movie,Paharganj,"March 31, 2020",2019,TV-MA,107 min,"In the underbelly of a Delhi neighborhood, a woman’s search for her missing lover collides with drugs, death and a coach grappling with his demons."
s4739,Movie,Paheli,"April 1, 2018",2005,TV-PG,134 min,Traditional Indian folklore comes alive in this charming film based on a story by Statwart Vijaydan Detha.
s4740,Movie,Pahuna,"January 7, 2019",2018,TV-PG,82 min,"Fleeing unrest in their native Nepal, three young siblings separated from their parents must beat the odds to survive on their own in India."
s4752,Movie,Pandigai,"January 15, 2019",2017,TV-MA,125 min,"Looking for a way out of his impoverished life, a lowly hotel waiter joins an underground fight club. Then he needs a way out of that."
s4755,Movie,Panipat - The Great Betrayal,"February 14, 2020",2019,TV-14,171 min,"In 18th-century India, a Maratha commander leads his army in preparation for a fierce battle against Afghan invaders in this film based on real events."
s4758,Movie,Papa the Great,"December 8, 2017",2000,TV-PG,137 min,"After witnessing a murder, a meek family man must summon his courage when he finds himself on the wrong side of a notorious gangster."
s4774,Movie,Pardes,"March 1, 2018",1997,TV-14,187 min,"Prompted by loyalty, Arjun plays matchmaker between his philandering foster brother and a conservative girl but winds up falling in love himself."
s4775,Movie,Pareeth Pandaari,"July 1, 2018",2017,TV-PG,109 min,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations."
s4781,Movie,Parmanu: The Story of Pokhran,"July 25, 2018",2018,TV-PG,124 min,"A dedicated government official puts his career in jeopardy by insisting that India become a nuclear power, a goal that powerful forces resist."
s4790,Movie,Patiala House,"October 22, 2017",2011,TV-PG,140 min,"A talented young Indian cricket player must defy his father's wishes to play for the side of England, a rebellion his siblings quietly cheer."
s4802,Movie,Paulettante Veedu,"July 1, 2018",2016,TV-14,104 min,"A wealthy businessman's miserly habits cause no small amount of stress and embarrassment to his family, particularly his daughter."
s4805,Movie,Paying Guests,"July 1, 2018",2009,TV-14,114 min,"Desperate for a place to live, twentysomething bachelors Parikshit, Jayesh, Parag and Bhavesh finally locate a house to rent, only to learn that the landlords will consider married applicants only."
